Artist,Set_Name,Classifications,Date_Added,Keywords,Set_Num,Color,Franchise,Image,Cost,Inkable,Name,Type,Lore,Rarity,Flavor_Text,Unique_ID,Card_Num,Body_Text,Willpower,Date_Modified,Strength,Set_ID,Gamemode,Card_Variants,Move_Cost,StrengthPlusWillpower,keyword_NA,keyword_Support,keyword_Shift,keyword_Evasive,keyword_Challenger,keyword_Rush,keyword_Ward,keyword_Resist,keyword_Bodyguard,keyword_Singer,keyword_Reckless,Has_Keywords,Has_Bespoke,Basic_Cost,Keyword_Cost,Bespoke_Cost,is_meta,res
Brian Weisz,The First Chapter,"Storyborn, Ally",2023-08-18T12:00,"Support, Bodyguard, ",1,Amber,,https://lorcana-api.com/images/maximus/palace_horse/maximus-palace_horse-large.png,5,TRUE,Maximus - Palace Horse,Character,1,Super Rare,NA,TFC-010,10,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",5,2024-08-29 16:27:12.0,4,TFC,Lorcana,,NA,9,0,4,0,0,0,0,0,0,1,0,0,TRUE,0,3.8496357383218447,1.3482431808802635,0,FALSE,-0.19787891920210812
Janna Gray,The First Chapter,"Storyborn, Ally",2023-08-18T12:00,"Support, ",1,Amber,,https://lorcana-api.com/images/heihei/boat_snack/heihei-boat_snack-large.png,1,TRUE,HeiHei - Boat Snack,Character,1,Common,"""Sometimes, our strengths lie beneath the surface. Far beneath, in some cases. . . ."" 
-Moana",TFC-007,7,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",2,2024-08-29 16:27:12.0,1,TFC,Lorcana,,NA,3,0,1,0,0,0,0,0,0,0,0,0,TRUE,0,0.9865617610504065,0.2376789480511109,0,TRUE,-0.2242407091015174
Brian Weisz,Shimmering Skies,"Dreamborn, Ally",2024-08-12T00:43:51,"Bodyguard, ",5,Steel,Moana,https://lorcana-api.com/images/heihei/protective_rooster/heihei-protective_rooster-large.png,5,TRUE,Heihei - Protective Rooster,Character,2,Common,"Who's the ""boat snack"" now?!",SSK-179,179,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),5,2024-08-29 16:27:12.0,4,SSK,NA,,NA,9,0,0,0,0,0,0,0,0,1,0,0,TRUE,0,4.4717037522675085,0.39752738867581994,0,FALSE,0.1307688590566716
Alec Accorsi,Shimmering Skies,"Dreamborn, Ally",2024-08-12T00:40:31,"Challenger 1, ",5,Steel,The Emperor's New Groove,https://lorcana-api.com/images/kronk/unlicensed_investigator/kronk-unlicensed_investigator-large.png,2,TRUE,Kronk - Unlicensed Investigator,Character,1,Common,"""Maybe this one's a chromicon. Probably not. I really should have paid more attention when that wizard guy was talking . . .""",SSK-178,178,"Challenger +1 (While challenging, this character gets +1{s}.)",4,2024-08-29 16:27:12.0,1,SSK,NA,,NA,5,0,0,0,0,1,0,0,0,0,0,0,TRUE,0,1.9409197534742193,0.315408030547826,0,FALSE,-0.2563277840220453
Wouter Bruneel,Shimmering Skies,"Dreamborn, Ally, Knight, Seven Dwarfs",2024-08-12T00:38:24,"Bodyguard, ",5,Steel,Snow White and the Seven Dwarfs,https://lorcana-api.com/images/sleepy/sluggish_knight/sleepy-sluggish_knight-large.png,2,TRUE,Sleepy - Sluggish Knight,Character,1,Uncommon,NA,SSK-177,177,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),4,2024-08-29 16:27:12.0,0,SSK,NA,,NA,4,0,0,0,0,0,0,0,0,1,0,0,TRUE,0,1.463740757262313,0.3975273886758199,0,FALSE,0.13873185406186722
Mariana Moreno,Shimmering Skies,"Storyborn, Hero",2024-08-12T00:32:57,"Resist 1, ",5,Steel,Classic Disney,https://lorcana-api.com/images/mickey_mouse/food_fight_defender/mickey_mouse-food_fight_defender-large.png,1,TRUE,Mickey Mouse - Food Fight Defender,Character,1,Common,Underestimating him is a recipe for disaster.,SSK-176,176,Resist +1 (Damage dealt to this character is reduced by 1.),2,2024-08-29 16:27:12.0,1,SSK,NA,,NA,3,0,0,0,0,0,0,0,1,0,0,0,TRUE,0,0.9865617610504065,0.5512212798177539,0,FALSE,-0.5377830408681604
Eva Widermann,Shimmering Skies,"Storyborn, Hero, Detective",2024-08-11T20:12:45,"Support, ",5,Sapphire,The Great Mouse Detective,https://lorcana-api.com/images/basil/practiced_detective/basil-practiced_detective-large.png,1,TRUE,Basil - Practiced Detective,Character,1,Common,"""This case is as good as solved!""
-Basil",SSK-153,153,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",1,2024-08-29 16:27:12.0,2,SSK,NA,,NA,3,0,2,0,0,0,0,0,0,0,0,0,TRUE,0,0.9865617610504065,0.4753578961022218,0,FALSE,-0.4619196571526283
Carmine Pucci,Shimmering Skies,"Storyborn, Villain, Queen, Sorcerer",2024-08-11T19:16:43,"Ward, ",5,Sapphire,Snow White and the Seven Dwarfs,https://lorcana-api.com/images/the_queen/cruelest_of_all/the_queen-cruelest_of_all-large.png,2,TRUE,The Queen - Cruelest of All,Character,1,Common,She'd seen what the ink could do for other glimmers. What could it do for her?,SSK-139,139,Ward (Opponents can't choose this character except to challenge.),4,2024-08-29 16:27:12.0,0,SSK,NA,,NA,4,0,0,0,0,0,0,1,0,0,0,0,TRUE,0,1.463740757262313,0.7160993312519719,0,FALSE,-0.17984008851428482
Brian Weisz,Shimmering Skies,"Storyborn, Hero",2024-08-11T04:09:47,"Reckless, ",5,Ruby,The Sword in the Stone,https://lorcana-api.com/images/arthur/novice_sparrow/arthur-novice_sparrow-large.png,1,FALSE,Arthur - Novice Sparrow,Character,0,Common,"""Hold it, boy. Not so fast.""",SSK-121,121,Reckless (This character can't quest and must challenge each turn if able.),3,2024-08-29 16:27:12.0,2,SSK,NA,,NA,5,0,0,0,0,0,0,0,0,0,0,1,TRUE,0,1.3188517395285562,0.22977015183102223,0,FALSE,-0.5486218913595784
Maddie Shilt,Shimmering Skies,"Storyborn, Hero",2024-08-11T03:39:12,"Evasive, ",5,Ruby,Classic Disney,https://lorcana-api.com/images/daisy_duck/spotless_food-fighter/daisy_duck-spotless_food-fighter-large.png,2,TRUE,Daisy Duck - Spotless Food-Fighter,Character,1,Common,She has an unblemished record.,SSK-111,111,Evasive (Only characters with Evasive can challenge this character.),2,2024-08-29 16:27:12.0,2,SSK,NA,,NA,4,1,0,0,1,0,0,0,0,0,0,0,TRUE,0,1.463740757262313,1.104039930622216,0,FALSE,-0.5677806878845288
Simangaliso Sibaya,Shimmering Skies,"Storyborn, Ally, Racer",2024-08-11T03:38,"Rush, ",5,Ruby,Wreck-It Ralph,https://lorcana-api.com/images/snowanna_rainbeau/snowanna_rainbeau-large.png,3,FALSE,Snowanna Rainbeau,Character,1,Common,"When it comes to racing, she never gets cold feet.",SSK-110,110,Rush (This character can challenge the turn they're played.),4,2024-08-29 16:27:12.0,2,SSK,NA,,NA,6,0,0,0,0,0,1,0,0,0,0,0,TRUE,0,2.4180987496861253,0.8407749819128572,0,FALSE,-0.2588737315989824
Kuya Jaypi,Shimmering Skies,"Storyborn, Ally",2024-08-12T16:26:15,"Evasive, ",5,Emerald,The Lion King,https://lorcana-api.com/images/zazu/advisor_to_mufasa/zazu-advisor_to_mufasa-large.png,5,TRUE,Zazu - Advisor to Mufasa,Character,2,Common,"""Oh, I guess one quick spin through the lights
won't hurt.""",SSK-072,72,"Evasive (Only characters with Evasive can
challenge this character.)",5,2024-08-29 16:27:12.0,3,SSK,NA,,NA,8,0,0,0,1,0,0,0,0,0,0,0,TRUE,0,3.9945247560556014,1.104039930622216,0,FALSE,-0.09856468667781727
Michaela Martin,Shimmering Skies,"Floodborn, Ally",2024-08-12T16:29:36,"Shift 3, Evasive, Challenger 3, ",5,Amethyst,The Sword in the Stone,https://lorcana-api.com/images/archimedes/electrified_owl/archimedes-electrified_owl-large.png,5,TRUE,Archimedes - Electrified Owl,Character,2,Uncommon,NA,SSK-047,47,"Shift 3 (You may pay 3{i} to play this on top of one of your
characters named Archimedes.)
Evasive (Only characters with Evasive can challenge this
character.)
Challenger +3 (While challenging, this character gets +3{s}.)",4,2024-08-29 16:27:12.0,1,SSK,NA,,NA,5,0,0,2,1,3,0,0,0,0,0,0,TRUE,0,2.5629877674198824,2.688246706505931,0,FALSE,-0.25123447392581344
Kendall Hale,Shimmering Skies,"Storyborn, Ally",2024-08-12T16:08:56,"Evasive, ",5,Amethyst,The Sword in the Stone,https://lorcana-api.com/images/archimedes/exasperated_owl/archimedes-exasperated_owl-large.png,3,TRUE,Archimedes - Exasperated Owl,Character,2,Common,"""Hmph. What does on owl have to do to get a little
peace and quiet around here?""",SSK-039,39,"Evasive (Only characters with Evasive can
challenge this character.)",2,2024-08-29 16:27:12.0,2,SSK,NA,,NA,4,0,0,0,1,0,0,0,0,0,0,0,TRUE,0,2.085808771207976,1.104039930622216,0,FALSE,-0.18984870183019173
Lauren Barger,Shimmering Skies,"Storyborn, Ally",2024-08-11T16:36:37,"Singer5, ",5,Amber,Zootopia,https://lorcana-api.com/images/gazelle/pop_star/gazelle-pop_star-large.png,3,TRUE,Gazelle - Pop Star,Character,2,Common,"""Good evening, Lorcana! We're here tonight to
celebrate what's possible when we stand together
as one.""",SSK-011,11,"Singer 5 (This character counts as cost 5 to sing
songs.)",3,2024-08-29 16:27:12.0,2,SSK,NA,,NA,5,0,0,0,0,0,0,0,0,0,2,0,TRUE,0,2.5629877674198824,0.43681215859358274,0,FALSE,2.0007398653479924e-4
Hedvig H?ggman-Sund,Shimmering Skies,"Storyborn, Hero",2024-08-11T16:35:04,"Bodyguard, ",5,Amber,Wreck-It Ralph,"https://lorcana-api.com/images/fix-it_felix,_jr/trusty_builder/fix-it_felix,_jr.-trusty_builder-large.png",3,TRUE,"Fix-It Felix, Jr. - Trusty Builder",Character,1,Common,"""Golly, this place is going to take some real fixing!""",SSK-010,10,"Bodyguard (This character may enter play exerted.
An opposing character who challenges one of
your characters must choose one with Bodyguard
if able.)",4,2024-08-29 16:27:12.0,2,SSK,NA,,NA,6,0,0,0,0,0,0,0,0,1,0,0,TRUE,0,2.4180987496861253,0.39752738867581994,0,FALSE,0.18437386163805483
Olivier D?sir?e,Shimmering Skies,"Storyborn, Hero",2024-08-11T16:31:04,"Support, ",5,Amber,Lilo and Stitch,https://lorcana-api.com/images/lilo/junior_cake_decorator/lilo-junior_cake_decorator-large.png,2,TRUE,Lilo - Junior Cake Decorator,Character,1,Common,"""Peanut butter and pineapple! This'll be the best
cake ever!""",SSK-008,8,"Support (Whenever this character quests, you
may add their {s} to another chosen character's
{s} this turn.)",3,2024-08-29 16:27:12.0,1,SSK,NA,,NA,4,0,1,0,0,0,0,0,0,0,0,0,TRUE,0,1.463740757262313,0.23767894805111095,0,FALSE,0.29858029468657615
Ron Baird,Shimmering Skies,"Storyborn, Ally",2024-08-11T16:24:36,"Support, ",5,Amber,Brother Bear,https://lorcana-api.com/images/rutt/northern_moose/rutt-northern_moose-large.png,4,TRUE,Rutt - Northern Moose,Character,1,Common,"""Let's find some nice twigs, eh? I could use a
snack!""",SSK-004,4,"Support (Whenever this character quests, you
may add their {s} to another chosen character's {s}
this turn.)",4,2024-08-29 16:27:12.0,3,SSK,NA,,NA,7,0,3,0,0,0,0,0,0,0,0,0,TRUE,0,2.8952777458980323,0.7130368441533327,0,FALSE,0.391685409948635
Eri Welli,Rise of the Floodborn,"Dreamborn, Hero, Prince",2023-11-17T12:00,"Resist 1, Bodyguard, ",2,Steel,,https://lorcana-api.com/images/the_prince/never_gives_up/the_prince-never_gives_up-large.png,3,TRUE,The Prince - Never Gives Up,Character,2,Uncommon,NA,ROF-195,195,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)\nResist +1 (Damage dealt to this character is reduced by 1.),3,2024-08-29 16:27:12.0,1,ROF,Lorcana,,NA,4,0,0,0,0,0,0,0,1,1,0,0,TRUE,0,2.085808771207976,0.948748668493574,0,FALSE,-0.03455743970154977
Hadjie Joos,Rise of the Floodborn,Storyborn,2023-11-17T12:00,"Ward, ",2,Sapphire,,https://lorcana-api.com/images/the_nokk/water_spirit/the_nokk-water_spirit-large.png,4,TRUE,The Nokk - Water Spirit,Character,1,Common,As elusive as water.,ROF-160,160,Ward (Opponents can't choose this character except to challenge.),3,2024-08-29 16:27:12.0,4,ROF,Lorcana,,NA,7,0,0,0,0,0,0,1,0,0,0,0,TRUE,0,2.8952777458980323,0.7160993312519719,0,FALSE,0.3886229228499957
Rose la Barbera / Leonardo Giammichele,Rise of the Floodborn,Storyborn,2023-11-17T12:00,"Ward, ",2,Sapphire,,https://lorcana-api.com/images/duke_weaselton/small-time_crook/duke_weaselton-small-time_crook-large.png,2,TRUE,Duke Weaselton - Small-Time Crook,Character,2,Common,"""It's Wee-sel-ton.""",ROF-146,146,Ward (Opponents can't choose this character except to challenge.),2,2024-08-29 16:27:12.0,1,ROF,Lorcana,,NA,3,0,0,0,0,0,0,1,0,0,0,0,TRUE,0,1.6086297749960696,0.7160993312519719,0,FALSE,-0.3247291062480416
Jake Parker,Rise of the Floodborn,"Dreamborn, Hero, Detective",2023-11-17T12:00,"Support, ",2,Sapphire,,https://lorcana-api.com/images/basil/of_baker_street/basil-of_baker_street-large.png,2,TRUE,Basil - Of Baker Street,Character,1,Common,"""What an ingenious device! If its light is refracted through these, then its images must resolve somewhere below.""",ROF-139,139,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",2,2024-08-29 16:27:12.0,2,ROF,Lorcana,,NA,4,0,2,0,0,0,0,0,0,0,0,0,TRUE,0,1.463740757262313,0.47535789610222184,0,FALSE,0.060901346635465245
Brian Weisz,Rise of the Floodborn,"Storyborn, Ally",2023-11-17T12:00,"Reckless, ",2,Ruby,,https://lorcana-api.com/images/tuk_tuk/wrecking_ball/tuk_tuk-wrecking_ball-large.png,4,FALSE,Tuk Tuk - Wrecking Ball,Character,0,Rare,A good friend is always ready to roll.,ROF-128,128,Reckless (This character can't quest and must challenge each turn if able.),5,2024-08-29 16:27:12.0,4,ROF,Lorcana,,NA,9,0,0,0,0,0,0,0,0,0,0,1,TRUE,0,3.227567724376182,0.22977015183102212,0,FALSE,0.5426621237927961
Valerio Buonfantino,Rise of the Floodborn,"Storyborn, Villain, Queen",2023-11-17T12:00,"Rush, ",2,Ruby,,https://lorcana-api.com/images/queen_of_hearts/impulsive_ruler/queen_of_hearts-impulsive_ruler-large.png,2,TRUE,Queen Of Hearts - Impulsive Ruler,Character,1,Uncommon,"The glow of lore in the flood caught here eye. ""The spellbook!"" she cried. ""Don't let it get away!""",ROF-119,119,Rush (This character can challenge the turn they're played.),2,2024-08-29 16:27:12.0,2,ROF,Lorcana,,NA,4,0,0,0,0,0,1,0,0,0,0,0,TRUE,0,1.463740757262313,0.8407749819128572,0,TRUE,-0.30451573917517005
"Michael ""Cookie"" Niewiadomy",Rise of the Floodborn,"Storyborn, Hero, Princess",2023-11-17T12:00,"Rush, ",2,Ruby,,https://lorcana-api.com/images/mulan/soldier_in_training/mulan-soldier_in_training-large.png,4,FALSE,Mulan - Soldier In Training,Character,1,Common,"""I have to do something!""",ROF-117,117,Rush (This character can challenge the turn they're played.),3,2024-08-29 16:27:12.0,4,ROF,Lorcana,,NA,7,0,0,0,0,0,1,0,0,0,0,0,TRUE,0,2.8952777458980323,0.8407749819128572,0,FALSE,0.26394727218911057
Mario Oscar Gabriele,Rise of the Floodborn,"Dreamborn, Hero",2023-11-17T12:00,"Evasive, ",2,Ruby,,https://lorcana-api.com/images/minnie_mouse/stylish_surfer/minnie_mouse-stylish_surfer-large.png,3,TRUE,Minnie Mouse - Stylish Surfer,Character,2,Uncommon,"""This goes into my top ten most fun things!""",ROF-113,113,Evasive (Only characters with Evasive can challenge this character.),3,2024-08-29 16:27:12.0,1,ROF,Lorcana,,NA,4,0,0,0,1,0,0,0,0,0,0,0,TRUE,0,2.085808771207976,1.104039930622216,0,TRUE,-0.18984870183019173
Giulia Riva,Rise of the Floodborn,"Dreamborn, Ally",2023-11-17T12:00,"Evasive, ",2,Ruby,,https://lorcana-api.com/images/fidget/ratigan's_henchman/fidget-ratigan's_henchman-large.png,3,TRUE,Fidget - Ratigan's Henchman,Character,1,Common,When a normal henchman just won't cut it.,ROF-108,108,"Evasive (Only characters with Evasive can challenge this character.)
",2,2024-08-29 16:27:12.0,3,ROF,Lorcana,,NA,5,0,0,0,1,0,0,0,0,0,0,0,TRUE,0,1.9409197534742193,1.1040399306222157,0,FALSE,-0.04495968409643513
"Michael ""Cookie"" Niewiadomy",Rise of the Floodborn,"Dreamborn, Ally",2023-11-17T12:00,"Reckless, ",2,Ruby,,https://lorcana-api.com/images/felicia/always_hungry/felicia-always_hungry-large.png,1,TRUE,Felicia - Always Hungry,Character,0,Common,"""This isn't how most cat-and-mouse games go, is it, Dr. Dawson?""
- Basil",ROF-107,107,Reckless (This character can't quest and must challenge each turn if able.),1,2024-08-29 16:27:12.0,3,ROF,Lorcana,,NA,4,0,0,0,0,0,0,0,0,0,0,1,TRUE,0,0.8416727433166498,0.22977015183102223,0,FALSE,-0.07144289514767198
Filipe Laurentino,Rise of the Floodborn,"Storyborn, Ally",2023-11-17T12:00,"Evasive, ",2,Emerald,,https://lorcana-api.com/images/ray/easygoing_firefly/ray-easygoing_firefly-large.png,5,TRUE,Ray - Easygoing Firefly,Character,3,Common,"He may be hard to follow, but his heart isn't.",ROF-092,92,Evasive (Only characters with Evasive can challenge this character.),3,2024-08-29 16:27:12.0,3,ROF,Lorcana,,NA,6,0,0,0,1,0,0,0,0,0,0,0,TRUE,0,3.662234777577452,1.104039930622216,0,FALSE,0.23372529180033214
Michaela Martin,Rise of the Floodborn,"Dreamborn, Villain",2023-11-17T12:00,"Evasive, ",2,Emerald,,https://lorcana-api.com/images/ratigan/criminal_mastermind/ratigan-criminal_mastermind-large.png,4,TRUE,Ratigan - Criminal Mastermind,Character,2,Common,"""I've outdone myself this time! Soon I will have everything I deserve. Riches... power... an entire kingdom at my feet!""",ROF-091,91,Evasive (Only characters with Evasive can challenge this character.),1,2024-08-29 16:27:12.0,4,ROF,Lorcana,,NA,5,0,0,0,1,0,0,0,0,0,0,0,TRUE,0,2.5629877674198824,1.104039930622216,0,FALSE,0.3329723019579017
Cristian Romero,Rise of the Floodborn,"Storyborn, Hero, Queen, Sorcerer",2023-11-17T12:00,"Challenger 3, ",2,Amethyst,,https://lorcana-api.com/images/elsa/gloves_off/elsa-gloves_off-large.png,4,TRUE,Elsa - Gloves Off,Character,1,Common,"The power of ice may not stop the flood, but it will help protect Lorcana.",ROF-039,39,"Challenger +3 (While challenging, this character gets +3 {s}.)",4,2024-08-29 16:27:12.0,3,ROF,Lorcana,,NA,7,0,0,0,0,3,0,0,0,0,0,0,TRUE,0,2.8952777458980323,0.946224091643478,0,FALSE,0.15849816245848972
Leonardo Giammichele,Rise of the Floodborn,"Storyborn, Villain, Sorcerer",2023-11-17T12:00,"Evasive, ",2,Amethyst,,https://lorcana-api.com/images/dr._facilier/savvy_opportunist/dr._facilier-savvy_opportunist-large.png,4,TRUE,Dr. Facilier - Savvy Opportunist,Character,1,Common,NA,ROF-038,38,Evasive (Only characters with Evasive can challenge this character.),2,2024-08-29 16:27:12.0,4,ROF,Lorcana,,NA,6,0,0,0,1,0,0,0,0,0,0,0,TRUE,0,2.4180987496861253,1.104039930622216,0,FALSE,0.47786131969165885
Amber Kommavongsa,Rise of the Floodborn,"Dreamborn, Hero, Princess",2023-11-17T12:00,"Support, ",2,Amber,,https://lorcana-api.com/images/mulan/free_spirit/mulan-free_spirit-large.png,3,TRUE,Mulan - Free Spirit,Character,2,Common,Everything looks better when you're free to be yourself.,ROF-015,15,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",3,2024-08-29 16:27:12.0,2,ROF,Lorcana,,NA,5,0,2,0,0,0,0,0,0,0,0,0,TRUE,0,2.5629877674198824,0.4753578961022219,0,FALSE,-0.038345663522104306
Kendall Hale,Rise of the Floodborn,"Storyborn, Ally, Seven Dwarfs",2023-11-17T12:00,"Support, ",2,Amber,,https://lorcana-api.com/images/happy/good-natured/happy-good-natured-large.png,5,TRUE,Happy - Good-Natured,Character,2,Common,You couldn't pick a better friend.,ROF-011,11,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",5,2024-08-29 16:27:12.0,3,ROF,Lorcana,,NA,8,0,3,0,0,0,0,0,0,0,0,0,TRUE,0,3.9945247560556014,0.7130368441533328,0,FALSE,0.29243839979106584
Jochem van Gool,Rise of the Floodborn,"Dreamborn, Villain",2023-11-17T12:00,"Singer5, ",2,Amber,,https://lorcana-api.com/images/gaston/baritone_bully/gaston-baritone_bully-large.png,3,TRUE,Gaston - Baritone Bully,Character,1,Uncommon,No one . . . sings like Gaston!,ROF-008,8,Singer 5 ( This character counts as cost 5 to sing songs.),3,2024-08-29 16:27:12.0,3,ROF,Lorcana,,NA,6,0,0,0,0,0,0,0,0,0,2,0,TRUE,0,2.4180987496861253,0.43681215859358274,0,FALSE,0.145089091720292
Casey Robin,Rise of the Floodborn,"Storyborn, Hero, Princess",2023-11-17T12:00,"Singer3, ",2,Amber,,https://lorcana-api.com/images/cinderella/ballroom_sensation/cinderella-ballroom_sensation-large.png,1,TRUE,Cinderella - Ballroom Sensation,Character,1,Rare,"With a magical dress and a song in her heart, she dazzled everyone at the ball.",ROF-003,3,Singer 3 (This character counts as cost 3 to sing songs.),2,2024-08-29 16:27:12.0,1,ROF,Lorcana,,NA,3,0,0,0,0,0,0,0,0,0,2,0,TRUE,0,0.9865617610504065,0.4368121585935828,0,TRUE,-0.4233739196439893
Carlos Ruiz,Into the Inklands,"Storyborn, Hero, Princess",2024-02-23T12:00,"Bodyguard, ",3,Steel,,https://lorcana-api.com/images/kida/royal_warrior/kida-royal_warrior-large.png,2,TRUE,Kida - Royal Warrior,Character,1,Common,"She's seen strange things before, but nothing like this.",INK-177,177,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),3,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,5,0,0,0,0,0,0,0,0,1,0,0,TRUE,0,1.9409197534742193,0.39752738867582,0,FALSE,-0.3384471421500393
